"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 1980  To:  Dec 31, 2021",,,,
Ranking by Gender & Year,First Name,Frequency,Gender,Year
835,Alaa,1,Boy,1980
835,Alasdair,1,Boy,1980
835,Alden,1,Boy,1980
835,Aldo,1,Boy,1980
835,Aldon,1,Boy,1980
835,Alec,1,Boy,1980
835,Aleef,1,Boy,1980
835,Aleem,1,Boy,1980
835,Alexandre-Mathieu-Jean-Paul,1,Boy,1980
835,Alexandros,1,Boy,1980
835,Alexi,1,Boy,1980
835,Alfie,1,Boy,1980
835,Allyn,1,Boy,1980
835,Almin,1,Boy,1980
835,Alphons,1,Boy,1980
835,Alphonse,1,Boy,1980
835,Alson,1,Boy,1980
835,Alston,1,Boy,1980
835,Alwin,1,Boy,1980
835,Aly,1,Boy,1980
835,Alykhan,1,Boy,1980
835,Alym,1,Boy,1980
835,Amar,1,Boy,1980
835,Amarpal,1,Boy,1980
835,Amer,1,Boy,1980
835,Amish,1,Boy,1980
835,Amrik,1,Boy,1980
835,Anand,1,Boy,1980
835,Anant,1,Boy,1980
835,Anas,1,Boy,1980
835,Anass,1,Boy,1980
835,Anderson,1,Boy,1980
835,André,1,Boy,1980
835,Andrea,1,Boy,1980
835,Andreas,1,Boy,1980
835,Andree,1,Boy,1980
835,Andrzej,1,Boy,1980
835,Andy-Samuel,1,Boy,1980
835,Aniq,1,Boy,1980
835,Ankush,1,Boy,1980
835,Anthem,1,Boy,1980
835,Antonio-Jose,1,Boy,1980
835,Antonios,1,Boy,1980
835,Antonius,1,Boy,1980
835,Antony,1,Boy,1980
835,Antwin,1,Boy,1980
835,Anufrii,1,Boy,1980
835,Ara,1,Boy,1980
835,Archie,1,Boy,1980
835,Aren,1,Boy,1980
835,Ariel,1,Boy,1980
835,Arjay,1,Boy,1980
835,Arjun,1,Boy,1980
835,Arlie,1,Boy,1980
835,Arlyn,1,Boy,1980
835,Armond,1,Boy,1980
835,Arnell,1,Boy,1980
835,A'Ron,1,Boy,1980
835,Art,1,Boy,1980
835,Arther,1,Boy,1980
835,Arvin,1,Boy,1980
835,Asaad,1,Boy,1980
835,Asam,1,Boy,1980
835,Ashiq,1,Boy,1980
835,Ashton,1,Boy,1980
835,Ashur,1,Boy,1980
835,Ashvin,1,Boy,1980
835,Aslam,1,Boy,1980
835,Atesh,1,Boy,1980
835,Atit,1,Boy,1980
835,Auguste,1,Boy,1980
835,Augustus,1,Boy,1980
835,Aumir,1,Boy,1980
835,Avery,1,Boy,1980
835,Avidan,1,Boy,1980
835,Avnish,1,Boy,1980
835,Azeez,1,Boy,1980
835,Badre,1,Boy,1980
835,Banji,1,Boy,1980
835,Banning,1,Boy,1980
835,Bao,1,Boy,1980
835,Baron,1,Boy,1980
835,Barret,1,Boy,1980
835,Bartley,1,Boy,1980
835,Barton,1,Boy,1980
835,Basel,1,Boy,1980
835,Bassim,1,Boy,1980
835,Ba-Tri,1,Boy,1980
835,Beaufort,1,Boy,1980
835,Bejay,1,Boy,1980
835,Belal,1,Boy,1980
835,Bellamy,1,Boy,1980
835,Benedict,1,Boy,1980
835,Benjarmin,1,Boy,1980
835,Benji,1,Boy,1980
835,Benjiman,1,Boy,1980
835,Bennett,1,Boy,1980
835,Benoit,1,Boy,1980
835,Bercham,1,Boy,1980
835,Bernhart,1,Boy,1980
835,Bernie,1,Boy,1980
835,Bert,1,Boy,1980
835,Bertrun,1,Boy,1980
835,Bhavandeep,1,Boy,1980
835,Bhupinder,1,Boy,1980
835,Biagio,1,Boy,1980
835,Bijhan,1,Boy,1980
835,Bikramjit,1,Boy,1980
835,Billy-Joel,1,Boy,1980
835,Bissam,1,Boy,1980
835,Blain,1,Boy,1980
835,Blaydon,1,Boy,1980
835,Bleu,1,Boy,1980
835,Bob,1,Boy,1980
835,Bobak,1,Boy,1980
835,Bobbie,1,Boy,1980
835,Bobby-Ray,1,Boy,1980
835,Bocephus,1,Boy,1980
835,Bodan,1,Boy,1980
835,Bodey,1,Boy,1980
835,Boe,1,Boy,1980
835,Bo-James,1,Boy,1980
835,Borden,1,Boy,1980
835,Borek,1,Boy,1980
835,Boris,1,Boy,1980
835,Bowen,1,Boy,1980
835,Boyce,1,Boy,1980
835,Bradely,1,Boy,1980
835,Bradey,1,Boy,1980
835,Braeden,1,Boy,1980
835,Braedy,1,Boy,1980
835,Brandin,1,Boy,1980
835,Brandt,1,Boy,1980
835,Branht,1,Boy,1980
835,Branko,1,Boy,1980
835,Braydon,1,Boy,1980
835,Bren,1,Boy,1980
835,Brendyn,1,Boy,1980
835,Brennen,1,Boy,1980
835,Brennon,1,Boy,1980
835,Brenon,1,Boy,1980
835,Bricin,1,Boy,1980
835,Brigham,1,Boy,1980
835,Brij,1,Boy,1980
835,Broc,1,Boy,1980
835,Brydon,1,Boy,1980
835,Bryson,1,Boy,1980
835,Buck,1,Boy,1980
835,Bucky,1,Boy,1980
835,Burgie,1,Boy,1980
835,Burkeley,1,Boy,1980
835,Burlington,1,Boy,1980
835,Burt,1,Boy,1980
835,Byran,1,Boy,1980
835,C.,1,Boy,1980
835,Caelah,1,Boy,1980
835,Cailen,1,Boy,1980
835,Cal,1,Boy,1980
835,Cale,1,Boy,1980
835,Calem,1,Boy,1980
835,Calum,1,Boy,1980
835,Calvert,1,Boy,1980
835,Camil,1,Boy,1980
835,Camron,1,Boy,1980
835,Canberk,1,Boy,1980
835,Canson,1,Boy,1980
835,Carlen,1,Boy,1980
835,Carlin,1,Boy,1980
835,Carlo-Polidoro,1,Boy,1980
835,Carlyle,1,Boy,1980
835,Carmine,1,Boy,1980
835,Cason,1,Boy,1980
835,Cassidy,1,Boy,1980
835,Cavin,1,Boy,1980
835,Cayley,1,Boy,1980
835,Chaalan,1,Boy,1980
835,Chadburn,1,Boy,1980
835,Chadwell,1,Boy,1980
835,Chaim,1,Boy,1980
835,Chakko,1,Boy,1980
835,Chancy,1,Boy,1980
835,Chandana,1,Boy,1980
835,Channing,1,Boy,1980
835,Charleton,1,Boy,1980
835,Charlie,1,Boy,1980
835,Chastain,1,Boy,1980
835,Chel,1,Boy,1980
835,Chen,1,Boy,1980
835,Cheong,1,Boy,1980
835,Cheyney,1,Boy,1980
835,Chi,1,Boy,1980
835,Chi-Louis,1,Boy,1980
835,Chi-Yan,1,Boy,1980
835,Choo-Kien,1,Boy,1980
835,Christiaan,1,Boy,1980
835,Christien,1,Boy,1980
835,Christina,1,Boy,1980
835,Christipher,1,Boy,1980
835,Christodoulos,1,Boy,1980
835,Christon,1,Boy,1980
835,Christoper,1,Boy,1980
835,Christopher-Blake,1,Boy,1980
835,Christopher-Guenther-Daniel,1,Boy,1980
835,Christopher-Jozef,1,Boy,1980
835,Chuck,1,Boy,1980
835,Chuckie,1,Boy,1980
835,Clancey,1,Boy,1980
835,Clarke,1,Boy,1980
835,Claudio,1,Boy,1980
835,Cleavon,1,Boy,1980
835,Clement,1,Boy,1980
835,Cletus,1,Boy,1980
835,Cliff,1,Boy,1980
835,Cliffton,1,Boy,1980
835,Clynton,1,Boy,1980
835,Coby,1,Boy,1980
835,Cochise,1,Boy,1980
835,Coddi,1,Boy,1980
835,Codi,1,Boy,1980
835,Cody-Lee,1,Boy,1980
835,Colburn,1,Boy,1980
835,Coleby,1,Boy,1980
835,Colen,1,Boy,1980
835,Collyn,1,Boy,1980
835,Colter,1,Boy,1980
835,Cong,1,Boy,1980
835,Constantine,1,Boy,1980
835,Corbet,1,Boy,1980
835,Corbett,1,Boy,1980
835,Corbin,1,Boy,1980
835,Cord,1,Boy,1980
835,Corie,1,Boy,1980
835,Corny,1,Boy,1980
835,Corrie,1,Boy,1980
835,Corry,1,Boy,1980
835,Cortney,1,Boy,1980
835,Corwin,1,Boy,1980
835,Corwyn,1,Boy,1980
835,Courtenay,1,Boy,1980
835,Craighton,1,Boy,1980
835,Creig,1,Boy,1980
835,Cresten,1,Boy,1980
835,Cristan,1,Boy,1980
835,Cristian,1,Boy,1980
835,Cristobal,1,Boy,1980
835,Cristos,1,Boy,1980
835,Cullen,1,Boy,1980
835,Cuyler,1,Boy,1980
835,Dacen,1,Boy,1980
835,Daeton,1,Boy,1980
835,Dagen,1,Boy,1980
835,Daigen,1,Boy,1980
835,Dain,1,Boy,1980
835,Daine,1,Boy,1980
835,Dakota,1,Boy,1980
835,Dallen,1,Boy,1980
835,Dameon,1,Boy,1980
835,Damion,1,Boy,1980
835,Dan,1,Boy,1980
835,Dane,1,Boy,1980
835,Danel,1,Boy,1980
835,Danen,1,Boy,1980
835,Danial,1,Boy,1980
835,Dannel,1,Boy,1980
835,Danny-Jacobus,1,Boy,1980
835,Dara,1,Boy,1980
835,Darcey,1,Boy,1980
835,D'Arcy,1,Boy,1980
835,Daren,1,Boy,1980
835,Darion,1,Boy,1980
835,Darnell,1,Boy,1980
835,Daron,1,Boy,1980
835,Darran,1,Boy,1980
835,Darris,1,Boy,1980
835,Darron,1,Boy,1980
835,Daryel,1,Boy,1980
835,Dausen,1,Boy,1980
835,Daven,1,Boy,1980
835,Dave-Rene,1,Boy,1980
835,Davinder,1,Boy,1980
835,Daxter,1,Boy,1980
835,Dayan,1,Boy,1980
835,Dayna,1,Boy,1980
835,Dayne,1,Boy,1980
835,Deane,1,Boy,1980
835,Dean-Paul,1,Boy,1980
835,Deapen,1,Boy,1980
835,Declan,1,Boy,1980
835,Deepak,1,Boy,1980
835,Deepraj,1,Boy,1980
835,Degan,1,Boy,1980
835,Deifante,1,Boy,1980
835,Delmond,1,Boy,1980
835,Delray,1,Boy,1980
835,Delwyn,1,Boy,1980
835,Demasti,1,Boy,1980
835,Demian,1,Boy,1980
835,Demitrios,1,Boy,1980
835,Demitrius,1,Boy,1980
835,Dennie,1,Boy,1980
835,Denver,1,Boy,1980
835,Derik,1,Boy,1980
835,Derrill,1,Boy,1980
835,Desi,1,Boy,1980
835,Detlef,1,Boy,1980
835,Devinder,1,Boy,1980
835,Devlin,1,Boy,1980
835,Dewey,1,Boy,1980
835,Dhamanjit,1,Boy,1980
835,Dharminder,1,Boy,1980
835,Diarmuid,1,Boy,1980
835,Dilip,1,Boy,1980
835,Dinesh,1,Boy,1980
835,D'Lane,1,Boy,1980
835,Doane,1,Boy,1980
835,Dome,1,Boy,1980
835,Domenic,1,Boy,1980
835,Domenique,1,Boy,1980
835,Domingos,1,Boy,1980
835,Donat,1,Boy,1980
835,Donato,1,Boy,1980
835,Donivan,1,Boy,1980
835,Donn,1,Boy,1980
835,Dorien,1,Boy,1980
835,Dorin,1,Boy,1980
835,Dougie,1,Boy,1980
835,Doulas,1,Boy,1980
835,Duc,1,Boy,1980
835,Duffy,1,Boy,1980
835,Duke,1,Boy,1980
835,Dustan,1,Boy,1980
835,Dusten,1,Boy,1980
835,Dustin-Guy,1,Boy,1980
835,Dustyn,1,Boy,1980
835,Dwaine,1,Boy,1980
835,Dwane,1,Boy,1980
835,Eamon,1,Boy,1980
835,Earl,1,Boy,1980
835,Echo,1,Boy,1980
835,Edan,1,Boy,1980
835,Eddie,1,Boy,1980
835,Eduardo-Enzo,1,Boy,1980
835,Edwell,1,Boy,1980
835,Egbert,1,Boy,1980
835,E'Hab,1,Boy,1980
835,Eldridge,1,Boy,1980
835,Elie,1,Boy,1980
835,Eliezer,1,Boy,1980
835,Elio,1,Boy,1980
835,Eliot,1,Boy,1980
835,Elizabeth,1,Boy,1980
835,Elliot,1,Boy,1980
835,Ellis,1,Boy,1980
835,Elmer,1,Boy,1980
835,Elon,1,Boy,1980
835,Elsayed,1,Boy,1980
835,Emeka,1,Boy,1980
835,Emelian,1,Boy,1980
835,Emerson,1,Boy,1980
835,Emily,1,Boy,1980
835,Emmerson,1,Boy,1980
835,Enoch,1,Boy,1980
835,Eouad,1,Boy,1980
835,Erin,1,Boy,1980
835,Ermanno,1,Boy,1980
835,Ernie,1,Boy,1980
835,Errin,1,Boy,1980
835,Erwin,1,Boy,1980
835,Esmond,1,Boy,1980
835,Esteban,1,Boy,1980
835,Etienne,1,Boy,1980
835,Eugenio,1,Boy,1980
835,Evere,1,Boy,1980
835,Everette,1,Boy,1980
835,Evert,1,Boy,1980
835,Ewen,1,Boy,1980
835,Ezar,1,Boy,1980
835,Fabio,1,Boy,1980
835,Fabrizio-Luca-Giovanni,1,Boy,1980
835,Fadel,1,Boy,1980
835,Fadie,1,Boy,1980
835,Fady,1,Boy,1980
835,Fahmi,1,Boy,1980
835,Faisal,1,Boy,1980
835,Faisel,1,Boy,1980
835,Faizal,1,Boy,1980
835,Farooq,1,Boy,1980
835,Farrel,1,Boy,1980
835,Farren,1,Boy,1980
835,Fayiaz,1,Boy,1980
835,Fayne,1,Boy,1980
835,Fazal,1,Boy,1980
835,Fazeem,1,Boy,1980
835,Felipe,1,Boy,1980
835,Feodor,1,Boy,1980
835,Ferenc,1,Boy,1980
835,Ferlyn,1,Boy,1980
835,Ferrante,1,Boy,1980
835,Ferras,1,Boy,1980
835,Field,1,Boy,1980
835,Filippo,1,Boy,1980
835,Finlay,1,Boy,1980
835,Finnaem,1,Boy,1980
835,Firman,1,Boy,1980
835,Fletcher,1,Boy,1980
835,Flint,1,Boy,1980
835,Florian,1,Boy,1980
835,Floyd,1,Boy,1980
835,Foley,1,Boy,1980
835,Fook,1,Boy,1980
835,Forbes,1,Boy,1980
835,Frankie,1,Boy,1980
835,Franky,1,Boy,1980
835,Franz,1,Boy,1980
835,Frayne,1,Boy,1980
835,Frazer,1,Boy,1980
835,Frazier,1,Boy,1980
835,Freddy,1,Boy,1980
835,Frederik,1,Boy,1980
835,Freeman,1,Boy,1980
835,Friend,1,Boy,1980
835,Fritz,1,Boy,1980
835,Gabor,1,Boy,1980
835,Galan,1,Boy,1980
835,Garon,1,Boy,1980
835,Garreth,1,Boy,1980
835,Garvil,1,Boy,1980
835,Garwin,1,Boy,1980
835,Gassan,1,Boy,1980
835,Gaurav,1,Boy,1980
835,Gaylord,1,Boy,1980
835,Gene,1,Boy,1980
835,Gengiz,1,Boy,1980
835,Geniale,1,Boy,1980
835,Geoffry,1,Boy,1980
835,Geordie,1,Boy,1980
835,Gerardo,1,Boy,1980
835,Gerhard,1,Boy,1980
835,Gerry,1,Boy,1980
835,Gharib,1,Boy,1980
835,Giacomo,1,Boy,1980
835,Gian,1,Boy,1980
835,Gibson,1,Boy,1980
835,Gislain,1,Boy,1980
835,Glover,1,Boy,1980
835,Glynne,1,Boy,1980
835,Gonzalo,1,Boy,1980
835,Goulven,1,Boy,1980
835,Grady,1,Boy,1980
835,Grahame,1,Boy,1980
835,Granger,1,Boy,1980
835,Grayham,1,Boy,1980
835,Graziano,1,Boy,1980
835,Gregery,1,Boy,1980
835,Gudmundur,1,Boy,1980
835,Guillermo,1,Boy,1980
835,Gunther,1,Boy,1980
835,Gurbir,1,Boy,1980
835,Gurinder,1,Boy,1980
835,Gurjit,1,Boy,1980
835,Gurwinder,1,Boy,1980
835,Guthrie,1,Boy,1980
835,Guy-Michel-Junior,1,Boy,1980
835,Hafiz,1,Boy,1980
835,Haisam,1,Boy,1980
835,Hal,1,Boy,1980
835,Haldan,1,Boy,1980
835,Hamdan,1,Boy,1980
835,Hamza,1,Boy,1980
835,Hani,1,Boy,1980
835,Hanif,1,Boy,1980
835,Harjit,1,Boy,1980
835,Harjot,1,Boy,1980
835,Harlin,1,Boy,1980
835,Harmeet,1,Boy,1980
835,Harminder,1,Boy,1980
835,Harmon,1,Boy,1980
835,Hasen,1,Boy,1980
835,Hatem,1,Boy,1980
835,Hayato,1,Boy,1980
835,Helal,1,Boy,1980
835,Helmut,1,Boy,1980
835,Henh,1,Boy,1980
835,Henrie,1,Boy,1980
835,Hermann,1,Boy,1980
835,Hermon,1,Boy,1980
835,Hicham,1,Boy,1980
835,Hieu,1,Boy,1980
835,Hilton,1,Boy,1980
835,Hin,1,Boy,1980
835,Hiram,1,Boy,1980
835,Hirooh,1,Boy,1980
835,Hiroyuki,1,Boy,1980
835,Hisam,1,Boy,1980
835,Ho,1,Boy,1980
835,Hogan,1,Boy,1980
835,Hoi,1,Boy,1980
835,Holsen,1,Boy,1980
835,Hopeton,1,Boy,1980
835,Hosam,1,Boy,1980
835,How,1,Boy,1980
835,Hu,1,Boy,1980
835,Humam,1,Boy,1980
835,Hung,1,Boy,1980
835,Hunter,1,Boy,1980
835,Ifechukwude,1,Boy,1980
835,Ignatius,1,Boy,1980
835,Ijaz,1,Boy,1980
835,Ikey,1,Boy,1980
835,Inderdeep,1,Boy,1980
835,Innocenzo,1,Boy,1980
835,Ioan,1,Boy,1980
835,Irfaan,1,Boy,1980
835,Irfhan,1,Boy,1980
835,Irl,1,Boy,1980
835,Isaiah,1,Boy,1980
835,Islam-Hani,1,Boy,1980
835,Isoken,1,Boy,1980
835,Israil,1,Boy,1980
835,Ivo-Fabian,1,Boy,1980
835,J.R.,1,Boy,1980
835,Jabin,1,Boy,1980
835,Jackie,1,Boy,1980
835,Jack-Jakov,1,Boy,1980
835,Jacopo,1,Boy,1980
835,Jacques,1,Boy,1980
835,Jada,1,Boy,1980
835,Jadd,1,Boy,1980
835,Jadi,1,Boy,1980
835,Jadie,1,Boy,1980
835,Jaffray,1,Boy,1980
835,Jaimes,1,Boy,1980
835,Jamaal,1,Boy,1980
835,Jamiel,1,Boy,1980
835,Jamison,1,Boy,1980
835,Janan,1,Boy,1980
835,Jani,1,Boy,1980
835,Jarom,1,Boy,1980
835,Jaromir,1,Boy,1980
835,Jasha,1,Boy,1980
835,Jason-Bryan,1,Boy,1980
835,Jason-Randall,1,Boy,1980
835,Jaspal,1,Boy,1980
835,Jaspreet,1,Boy,1980
835,Jasprit,1,Boy,1980
835,Jasson,1,Boy,1980
835,Jatinder,1,Boy,1980
835,Jaugar,1,Boy,1980
835,Javaid,1,Boy,1980
835,Javan,1,Boy,1980
835,Jay-Alex,1,Boy,1980
835,Jaycee,1,Boy,1980
835,Jay-Dee,1,Boy,1980
835,Jaydon,1,Boy,1980
835,Jay-Jay,1,Boy,1980
835,Jaysson,1,Boy,1980
835,Jd,1,Boy,1980
835,Jean-Charles,1,Boy,1980
835,Jean-Guy,1,Boy,1980
835,Jean-Luc,1,Boy,1980
835,Jean-Philipe,1,Boy,1980
835,Jeb,1,Boy,1980
835,Jedadiah,1,Boy,1980
835,Jefferson,1,Boy,1980
835,Jeffory,1,Boy,1980
835,Jenkin,1,Boy,1980
835,Jensen,1,Boy,1980
835,Jered,1,Boy,1980
835,Jereme,1,Boy,1980
835,Jeremi,1,Boy,1980
835,Jeremia,1,Boy,1980
835,Jerimiah,1,Boy,1980
835,Jerlan,1,Boy,1980
835,Jermayne,1,Boy,1980
835,Jerod,1,Boy,1980
835,Jeromie,1,Boy,1980
835,Jerret,1,Boy,1980
835,Jerrod,1,Boy,1980
835,Jeshurun,1,Boy,1980
835,Jesse-Jo,1,Boy,1980
835,Jesse-Marcel,1,Boy,1980
835,Jessie-Lee,1,Boy,1980
835,Jessy,1,Boy,1980
835,Jevin,1,Boy,1980
835,Jihad,1,Boy,1980
835,Jim,1,Boy,1980
835,Jin,1,Boy,1980
835,Jocel,1,Boy,1980
835,Jochanan,1,Boy,1980
835,Jode,1,Boy,1980
835,Jodie,1,Boy,1980
835,Joe,1,Boy,1980
835,Joeseph,1,Boy,1980
835,Joffrey,1,Boy,1980
835,Johnas,1,Boy,1980
835,John-David,1,Boy,1980
835,John-James,1,Boy,1980
835,John-Marc,1,Boy,1980
835,Johnnie,1,Boy,1980
835,John-Scott,1,Boy,1980
835,Johnson,1,Boy,1980
835,Johnston,1,Boy,1980
835,Jomar,1,Boy,1980
835,Jondavid,1,Boy,1980
835,Jon-Emile,1,Boy,1980
835,Jones,1,Boy,1980
835,Jonnas,1,Boy,1980
835,Jon-Orrin,1,Boy,1980
835,Jordi,1,Boy,1980
835,Jordin,1,Boy,1980
835,Jorger,1,Boy,1980
835,Jorj,1,Boy,1980
835,Jory,1,Boy,1980
835,José,1,Boy,1980
835,Josef,1,Boy,1980
835,Joseff,1,Boy,1980
835,Joshuah,1,Boy,1980
835,Joshue,1,Boy,1980
835,Joshuwa,1,Boy,1980
835,Josph,1,Boy,1980
835,Jotham,1,Boy,1980
835,Json,1,Boy,1980
835,Judd,1,Boy,1980
835,Jule,1,Boy,1980
835,Julius,1,Boy,1980
835,June,1,Boy,1980
835,Justan,1,Boy,1980
835,Justinder,1,Boy,1980
835,Jyi,1,Boy,1980
835,Jyle,1,Boy,1980
835,Kaelan,1,Boy,1980
835,Kaitya,1,Boy,1980
835,Kai-Yin,1,Boy,1980
835,Kalcy,1,Boy,1980
835,Kalle,1,Boy,1980
835,Kalpesh,1,Boy,1980
835,Kalvie,1,Boy,1980
835,Kalyn,1,Boy,1980
835,Kam,1,Boy,1980
835,Kane,1,Boy,1980
835,Karanpal,1,Boy,1980
835,Kareem,1,Boy,1980
835,Karel,1,Boy,1980
835,Karlyle,1,Boy,1980
835,Kary,1,Boy,1980
835,Kasey,1,Boy,1980
835,Kashef,1,Boy,1980
835,Kasim,1,Boy,1980
835,Kassem,1,Boy,1980
835,Kate,1,Boy,1980
835,Kaveh,1,Boy,1980
835,Kaye,1,Boy,1980
835,Ka-Yee,1,Boy,1980
835,Kegan,1,Boy,1980
835,Keir,1,Boy,1980
835,Keiran,1,Boy,1980
835,Keivin,1,Boy,1980
835,Kelby,1,Boy,1980
835,Kell,1,Boy,1980
835,Kellan,1,Boy,1980
835,Kelley,1,Boy,1980
835,Kelson,1,Boy,1980
835,Kelsy,1,Boy,1980
835,Kenan,1,Boy,1980
835,Kendal,1,Boy,1980
835,Kenichiro,1,Boy,1980
835,Kenji,1,Boy,1980
835,Kenn,1,Boy,1980
835,Kenney,1,Boy,1980
835,Kenta,1,Boy,1980
835,Kerim,1,Boy,1980
835,Kerris,1,Boy,1980
835,Kerwin,1,Boy,1980
835,Kessler,1,Boy,1980
835,Keven,1,Boy,1980
835,Kevindeep,1,Boy,1980
835,Khalid,1,Boy,1980
835,Khurm,1,Boy,1980
835,Kiely,1,Boy,1980
835,Kier,1,Boy,1980
835,Kieth,1,Boy,1980
835,Kipp,1,Boy,1980
835,Kirika,1,Boy,1980
835,Kirke,1,Boy,1980
835,Kirston,1,Boy,1980
835,Kirt,1,Boy,1980
835,Klaus,1,Boy,1980
835,Klint,1,Boy,1980
835,Klinton,1,Boy,1980
835,Klynt,1,Boy,1980
835,Kobi,1,Boy,1980
835,Kol,1,Boy,1980
835,Konrad,1,Boy,1980
835,Korry,1,Boy,1980
835,Kostadinos,1,Boy,1980
835,Kostas,1,Boy,1980
835,Kraig,1,Boy,1980
835,Krist,1,Boy,1980
835,Kristan,1,Boy,1980
835,Kristapher,1,Boy,1980
835,Kristina,1,Boy,1980
835,Kriston,1,Boy,1980
835,Krystian,1,Boy,1980
835,Krystopher,1,Boy,1980
835,Kulinder,1,Boy,1980
835,Kumail,1,Boy,1980
835,Kwasi,1,Boy,1980
835,Kwek-Min,1,Boy,1980
835,Kyley,1,Boy,1980
835,Kyyan,1,Boy,1980
835,Laerzio,1,Boy,1980
835,Lai,1,Boy,1980
835,Laine,1,Boy,1980
835,Lamar,1,Boy,1980
835,Landen,1,Boy,1980
835,Landon-Troy,1,Boy,1980
835,Lani,1,Boy,1980
835,Laron,1,Boy,1980
835,Larren,1,Boy,1980
835,Larson,1,Boy,1980
835,Laszlo,1,Boy,1980
835,Laun,1,Boy,1980
835,Lauren,1,Boy,1980
835,Laurens,1,Boy,1980
835,Laurent,1,Boy,1980
835,Laurie,1,Boy,1980
835,Lauris,1,Boy,1980
835,Laval,1,Boy,1980
835,Laverne,1,Boy,1980
835,Lawrance,1,Boy,1980
835,Lawrick,1,Boy,1980
835,Layton,1,Boy,1980
835,Lazaro,1,Boy,1980
835,Lear,1,Boy,1980
835,Leeland,1,Boy,1980
835,Lee-Michael,1,Boy,1980
835,Leif,1,Boy,1980
835,Leith,1,Boy,1980
835,Lemuel,1,Boy,1980
835,Leonidas,1,Boy,1980
835,Lestat,1,Boy,1980
835,Lewis,1,Boy,1980
835,Lindon,1,Boy,1980
835,Lindy,1,Boy,1980
835,Linton,1,Boy,1980
835,Lock-Yin,1,Boy,1980
835,Lon,1,Boy,1980
835,Lorand,1,Boy,1980
835,Lorenzo,1,Boy,1980
835,Loris,1,Boy,1980
835,Louis-Andre,1,Boy,1980
835,Loury,1,Boy,1980
835,Lowell,1,Boy,1980
835,Lowen,1,Boy,1980
835,Luan,1,Boy,1980
835,Lucan,1,Boy,1980
835,Lucien,1,Boy,1980
835,Lucius,1,Boy,1980
835,Lukacs,1,Boy,1980
835,Lukas-Ryan,1,Boy,1980
835,Lyman,1,Boy,1980
835,Lynal,1,Boy,1980
835,Mac,1,Boy,1980
835,Macan,1,Boy,1980
835,Maclean,1,Boy,1980
835,Mahdi,1,Boy,1980
835,Mahipal,1,Boy,1980
835,Mahmoud-Hussien,1,Boy,1980
835,Malik,1,Boy,1980
835,Mandel,1,Boy,1980
835,Mani,1,Boy,1980
835,Manjinder,1,Boy,1980
835,Manmeet,1,Boy,1980
835,Manpreet,1,Boy,1980
835,Manson,1,Boy,1980
835,Marc-Andre,1,Boy,1980
835,Mardy,1,Boy,1980
835,Marek,1,Boy,1980
835,Marino,1,Boy,1980
835,Marion,1,Boy,1980
835,Markandeya,1,Boy,1980
835,Markus,1,Boy,1980
835,Marshel,1,Boy,1980
835,Martino,1,Boy,1980
835,Martinus,1,Boy,1980
835,Masafumi,1,Boy,1980
835,Masashi,1,Boy,1980
835,Matan,1,Boy,1980
835,Mathieson,1,Boy,1980
835,Matias,1,Boy,1980
835,Mauricio,1,Boy,1980
835,Maurizio,1,Boy,1980
835,Maximilian,1,Boy,1980
835,Mazen,1,Boy,1980
835,Mckenzie,1,Boy,1980
835,Mckuen,1,Boy,1980
835,Memphis,1,Boy,1980
835,Merv,1,Boy,1980
835,Meshack,1,Boy,1980
835,Mic,1,Boy,1980
835,Michal,1,Boy,1980
835,Micheil,1,Boy,1980
835,Michele,1,Boy,1980
835,Michelen,1,Boy,1980
835,Mickael,1,Boy,1980
835,Mickey,1,Boy,1980
835,Micky,1,Boy,1980
835,Mihali,1,Boy,1980
835,Mikael,1,Boy,1980
835,Milad,1,Boy,1980
835,Mild,1,Boy,1980
835,Miles-Lynden,1,Boy,1980
835,Milorad,1,Boy,1980
835,Milton,1,Boy,1980
835,Mineki,1,Boy,1980
835,Mischa,1,Boy,1980
835,Misha,1,Boy,1980
835,Mobeen,1,Boy,1980
835,Mohammadali,1,Boy,1980
835,Monroe,1,Boy,1980
835,Monte,1,Boy,1980
835,Monti,1,Boy,1980
835,Motoki,1,Boy,1980
835,Mouhammed,1,Boy,1980
835,Mountain,1,Boy,1980
835,Muga,1,Boy,1980
835,Munsoor,1,Boy,1980
835,Murry,1,Boy,1980
835,Murxmur,1,Boy,1980
835,Mustafa,1,Boy,1980
835,Mychal,1,Boy,1980
835,Myron,1,Boy,1980
835,Naal,1,Boy,1980
835,Nabiel,1,Boy,1980
835,Nadir,1,Boy,1980
835,Naheed,1,Boy,1980
835,Najib,1,Boy,1980
835,Nansen,1,Boy,1980
835,Nashon,1,Boy,1980
835,Nathanael,1,Boy,1980
835,Nathen,1,Boy,1980
835,Nathon,1,Boy,1980
835,Navdeep,1,Boy,1980
835,Navdip,1,Boy,1980
835,Naveen,1,Boy,1980
835,Navraj,1,Boy,1980
835,Navreet,1,Boy,1980
835,Neale,1,Boy,1980
835,Neel,1,Boy,1980
835,Neeraj,1,Boy,1980
835,Neils,1,Boy,1980
835,Neltroy,1,Boy,1980
835,Neville,1,Boy,1980
835,Nevin,1,Boy,1980
835,Nezar,1,Boy,1980
835,Ngoc,1,Boy,1980
835,Nicanor,1,Boy,1980
835,Nicholaus,1,Boy,1980
